temp,time,slowCool,pH,numberInorg,numberOrg,numberOxlike,numberComponents,orgavgpolMax,orgrefractivityMax,orgmaximalprojectionareaMax,orgmaximalprojectionradiusMax,orgmaximalprojectionsizeMax,orgminimalprojectionareaMax,orgminimalprojectionradiusMax,orgminimalprojectionsizeMax,orgavgpol_pHdependentMax,orgmolpolMax,orgvanderwaalsMax,orgASAMax,orgASA+Max,orgASA-Max,orgASA_HMax,orgASA_PMax,orgpolarsurfaceareaMax,orghbdamsaccMax,orghbdamsdonMax,orgavgpolMin,orgrefractivityMin,orgmaximalprojectionareaMin,orgmaximalprojectionradiusMin,orgmaximalprojectionsizeMin,orgminimalprojectionareaMin,orgminimalprojectionradiusMin,orgminimalprojectionsizeMin,orgavgpol_pHdependentMin,orgmolpolMin,orgvanderwaalsMin,orgASAMin,orgASA+Min,orgASA-Min,orgASA_HMin,orgASA_PMin,orgpolarsurfaceareaMin,orghbdamsaccMin,orghbdamsdonMin,orgavgpolArithAvg,orgrefractivityArithAvg,orgmaximalprojectionareaArithAvg,orgmaximalprojectionradiusArithAvg,orgmaximalprojectionsizeArithAvg,orgminimalprojectionareaArithAvg,orgminimalprojectionradiusArithAvg,orgminimalprojectionsizeArithAvg,orgavgpol_pHdependentArithAvg,orgmolpolArithAvg,orgvanderwaalsArithAvg,orgASAArithAvg,orgASA+ArithAvg,orgASA-ArithAvg,orgASA_HArithAvg,orgASA_PArithAvg,orgpolarsurfaceareaArithAvg,orghbdamsaccArithAvg,orghbdamsdonArithAvg,orgavgpolGeomAvg,orgrefractivityGeomAvg,orgmaximalprojectionareaGeomAvg,orgmaximalprojectionradiusGeomAvg,orgmaximalprojectionsizeGeomAvg,orgminimalprojectionareaGeomAvg,orgminimalprojectionradiusGeomAvg,orgminimalprojectionsizeGeomAvg,orgavgpol_pHdependentGeomAvg,orgmolpolGeomAvg,orgvanderwaalsGeomAvg,orgASAGeomAvg,orgASA+GeomAvg,orgASA-GeomAvg,orgASA_HGeomAvg,orgASA_PGeomAvg,orgpolarsurfaceareaGeomAvg,orghbdamsaccGeomAvg,orghbdamsdonGeomAvg,oxlikeavgpolMax,oxlikerefractivityMax,oxlikemaximalprojectionareaMax,oxlikemaximalprojectionradiusMax,oxlikemaximalprojectionsizeMax,oxlikeminimalprojectionareaMax,oxlikeminimalprojectionradiusMax,oxlikeminimalprojectionsizeMax,oxlikeavgpol_pHdependentMax,oxlikemolpolMax,oxlikevanderwaalsMax,oxlikeASAMax,oxlikeASA+Max,oxlikeASA-Max,oxlikeASA_HMax,oxlikeASA_PMax,oxlikepolarsurfaceareaMax,oxlikehbdamsaccMax,oxlikehbdamsdonMax,oxlikeavgpolMin,oxlikerefractivityMin,oxlikemaximalprojectionareaMin,oxlikemaximalprojectionradiusMin,oxlikemaximalprojectionsizeMin,oxlikeminimalprojectionareaMin,oxlikeminimalprojectionradiusMin,oxlikeminimalprojectionsizeMin,oxlikeavgpol_pHdependentMin,oxlikemolpolMin,oxlikevanderwaalsMin,oxlikeASAMin,oxlikeASA+Min,oxlikeASA-Min,oxlikeASA_HMin,oxlikeASA_PMin,oxlikepolarsurfaceareaMin,oxlikehbdamsaccMin,oxlikehbdamsdonMin,oxlikeavgpolArithAvg,oxlikerefractivityArithAvg,oxlikemaximalprojectionareaArithAvg,oxlikemaximalprojectionradiusArithAvg,oxlikemaximalprojectionsizeArithAvg,oxlikeminimalprojectionareaArithAvg,oxlikeminimalprojectionradiusArithAvg,oxlikeminimalprojectionsizeArithAvg,oxlikeavgpol_pHdependentArithAvg,oxlikemolpolArithAvg,oxlikevanderwaalsArithAvg,oxlikeASAArithAvg,oxlikeASA+ArithAvg,oxlikeASA-ArithAvg,oxlikeASA_HArithAvg,oxlikeASA_PArithAvg,oxlikepolarsurfaceareaArithAvg,oxlikehbdamsaccArithAvg,oxlikehbdamsdonArithAvg,oxlikeavgpolGeomAvg,oxlikerefractivityGeomAvg,oxlikemaximalprojectionareaGeomAvg,oxlikemaximalprojectionradiusGeomAvg,oxlikemaximalprojectionsizeGeomAvg,oxlikeminimalprojectionareaGeomAvg,oxlikeminimalprojectionradiusGeomAvg,oxlikeminimalprojectionsizeGeomAvg,oxlikeavgpol_pHdependentGeomAvg,oxlikemolpolGeomAvg,oxlikevanderwaalsGeomAvg,oxlikeASAGeomAvg,oxlikeASA+GeomAvg,oxlikeASA-GeomAvg,oxlikeASA_HGeomAvg,oxlikeASA_PGeomAvg,oxlikepolarsurfaceareaGeomAvg,oxlikehbdamsaccGeomAvg,oxlikehbdamsdonGeomAvg,inorg-water-moleratio,org-water-moleratio,orgacc-waterdonratio,orgdon-wateraccratio,inorg-org-moleratio,0twater-water-moleratio,IonizationMax,EAMax,PaulingElectronegMax,PearsonElectronegMax,hardnessMax,AtomicRadiusMax,IonizationMin,EAMin,PaulingElectronegMin,PearsonElectronegMin,hardnessMin,AtomicRadiusMin,IonizationMean,EAMean,PaulingElectronegMean,PearsonElectronegMean,hardnessMean,AtomicRadiusMean,IonizationGeom,EAGeom,PaulingElectronegGeom,PearsonElectronegGeom,hardnessGeom,AtomicRadiusGeom,IonizationMaxWeighted,EAMaxWeighted,PaulingElectronegMaxWeighted,PearsonElectronegMaxWeighted,hardnessMaxWeighted,AtomicRadiusMaxWeighted,IonizationMinWeighted,EAMinWeighted,PaulingElectronegMinWeighted,PearsonElectronegMinWeighted,hardnessMinWeighted,AtomicRadiusMinWeighted,IonizationMeanWeighted,EAMeanWeighted,PaulingElectronegMeanWeighted,PearsonElectronegMeanWeighted,hardnessMeanWeighted,AtomicRadiusMeanWeighted,IonizationGeomWeighted,EAGeomWeighted,PaulingElectronegGeomWeighted,PearsonElectronegGeomWeighted,hardnessGeomWeighted,AtomicRadiusGeomWeighted,outcome
90,60.0,0,9,2,1,0,3,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.01,5.99,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.01,5.99,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.01,5.99,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.01,5.99,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0068,0.0024,0.0,-0.0146,2.8122,0.0093,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.0309,0.2256,0.0025,0.6283,0.4027,0.2003,0.7623,0.0593,0.0019,0.4107,0.3515,0.1459,0.8966,0.1424,0.0022,0.5195,0.3771,0.1731,0.8865,0.1156,0.0022,0.508,0.3762,0.1709,0
90,60.0,0,8,2,1,0,3,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0071,0.0025,0.0,-0.0147,2.8838,0.0095,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.0333,0.2261,0.0025,0.6297,0.4037,0.2118,0.8061,0.0627,0.002,0.4343,0.3717,0.1462,0.9197,0.1444,0.0023,0.532,0.3877,0.179,0.9126,0.119,0.0022,0.523,0.3873,0.176,0
90,60.0,0,8,2,1,0,3,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.007,0.0027,0.0,-0.0161,2.6014,0.0097,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.0388,0.2273,0.0025,0.6331,0.4058,0.1976,0.7522,0.0585,0.0019,0.4053,0.3468,0.147,0.8955,0.1429,0.0022,0.5192,0.3763,0.1723,0.8839,0.1153,0.0022,0.5065,0.3751,0.1704,0
90,60.0,0,7,2,1,0,3,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.007,0.0029,0.0,-0.0176,2.4042,0.01,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.0294,0.2252,0.0025,0.6273,0.4021,0.2008,0.7644,0.0594,0.0019,0.4119,0.3525,0.1456,0.8969,0.1423,0.0022,0.5196,0.3773,0.1732,0.8871,0.1157,0.0022,0.5083,0.3765,0.171,0
90,60.0,1,7,2,1,1,4,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,5.46,36.11,0,0,0,0,0,0,5.46,5.63,227.57,227.57,17.64,209.93,17.64,209.93,80.26,9.99,0.01,5.46,36.11,0,0,0,0,0,0,5.46,5.63,227.57,227.57,17.64,209.93,17.64,209.93,80.26,9.99,0.01,5.46,36.11,0,0,0,0,0,0,5.46,5.63,227.57,227.57,17.64,209.93,17.64,209.93,80.26,9.99,0.01,5.46,36.11,0,0,0,0,0,0,5.46,5.63,227.57,227.57,17.64,209.93,17.64,209.93,80.26,9.99,0.01,0.0083,0.0036,0.0,-0.0216,2.314,0.0119,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.4201,0.3107,0.0034,0.8655,0.5548,0.2009,0.7591,0.059,0.0019,0.409,0.35,0.1994,1.0896,0.1849,0.0027,0.6372,0.4524,0.2002,1.0383,0.1354,0.0026,0.595,0.4406,0.2002,1
90,60.0,1,6,2,1,0,3,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0073,0.0035,0.0,-0.0211,2.0664,0.0108,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.0364,0.2268,0.0025,0.6316,0.4049,0.2097,0.7981,0.062,0.002,0.43,0.368,0.1466,0.9172,0.1444,0.0023,0.5308,0.3864,0.1782,0.9095,0.1186,0.0022,0.5212,0.386,0.1753,1
90,60.0,1,8,2,1,0,3,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0074,0.0025,0.0,-0.0151,2.94,0.0099,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.0788,0.236,0.0026,0.6575,0.4214,0.2118,0.8061,0.0627,0.002,0.4343,0.3717,0.1526,0.9424,0.1493,0.0023,0.5459,0.3965,0.1822,0.9325,0.1216,0.0023,0.5344,0.3958,0.1798,1
90,24.0,1,8,2,1,0,3,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0026,0.0024,0.0,-0.0142,1.0805,0.0049,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,0.5735,0.1255,0.0014,0.3495,0.2241,0.1112,0.4233,0.0329,0.0011,0.2281,0.1952,0.0811,0.4984,0.0792,0.0012,0.2888,0.2096,0.0962,0.4927,0.0643,0.0012,0.2824,0.2091,0.095,1
90,24.0,1,8,2,1,0,3,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0027,0.0027,0.0,-0.0159,1.0208,0.0054,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,0.6473,0.1416,0.0016,0.3945,0.2529,0.1049,0.3993,0.031,0.001,0.2151,0.1841,0.0916,0.5233,0.0863,0.0013,0.3048,0.2185,0.0982,0.5084,0.0663,0.0013,0.2913,0.2158,0.098,1
90,24.0,1,8,2,1,0,3,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,15.18,36.58,50.18,6.31,6.57,20.41,2.94,12.27,15.86,14.71,333.62,333.62,258.26,75.36,237.23,96.39,55.28,0.0,6.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0025,0.0024,0.0,-0.0143,1.0597,0.0049,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,0.5716,0.1251,0.0014,0.3483,0.2233,0.1045,0.3977,0.0309,0.001,0.2143,0.1834,0.0809,0.4846,0.078,0.0012,0.2813,0.2033,0.0927,0.4768,0.0622,0.0012,0.2732,0.2023,0.0919,1
110,24.0,1,7,2,1,0,3,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.27,10.36,218.32,218.32,205.41,12.91,187.44,30.88,28.64,0.87,3.13,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.27,10.36,218.32,218.32,205.41,12.91,187.44,30.88,28.64,0.87,3.13,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.27,10.36,218.32,218.32,205.41,12.91,187.44,30.88,28.64,0.87,3.13,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.27,10.36,218.32,218.32,205.41,12.91,187.44,30.88,28.64,0.87,3.13,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0426,0.0232,-0.0202,-0.0728,1.8314,0.0658,941.0,195.0,2.55,568.0,373.0,171,650.9,50.6,1.63,350.7,300.1,103,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,5.0748,1.0516,0.0138,3.0632,2.0116,0.5555,1.3086,0.1017,0.0033,0.705,0.6033,0.3438,3.1917,0.5767,0.0085,1.8841,1.3074,0.4496,2.5769,0.3271,0.0067,1.4696,1.1016,0.437,1
110,24.0,1,7,2,1,0,3,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.27,10.36,218.32,218.32,205.41,12.91,187.44,30.88,28.64,0.87,3.13,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.27,10.36,218.32,218.32,205.41,12.91,187.44,30.88,28.64,0.87,3.13,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.27,10.36,218.32,218.32,205.41,12.91,187.44,30.88,28.64,0.87,3.13,9.88,25.45,33.73,3.6,5.56,23.12,3.57,6.77,10.27,10.36,218.32,218.32,205.41,12.91,187.44,30.88,28.64,0.87,3.13,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0225,0.0127,-0.0111,-0.0399,1.7677,0.0352,941.0,195.0,2.55,568.0,373.0,171,650.9,50.6,1.63,350.7,300.1,103,795.95,122.8,2.09,459.35,336.55,137.0,782.6218,99.3328,2.0387,446.3156,334.5703,132.714,4.8203,0.9989,0.0131,2.9096,1.9107,0.5276,1.297,0.1008,0.0032,0.6988,0.598,0.3407,3.0587,0.5499,0.0082,1.8042,1.2543,0.4342,2.5004,0.3174,0.0065,1.4259,1.0689,0.424,1
