temp,time,slowCool,pH,numberInorg,numberOrg,numberOxlike,numberComponents,orgavgpolMax,orgrefractivityMax,orgmaximalprojectionareaMax,orgmaximalprojectionradiusMax,orgmaximalprojectionsizeMax,orgminimalprojectionareaMax,orgminimalprojectionradiusMax,orgminimalprojectionsizeMax,orgavgpol_pHdependentMax,orgmolpolMax,orgvanderwaalsMax,orgASAMax,orgASA+Max,orgASA-Max,orgASA_HMax,orgASA_PMax,orgpolarsurfaceareaMax,orghbdamsaccMax,orghbdamsdonMax,orgavgpolMin,orgrefractivityMin,orgmaximalprojectionareaMin,orgmaximalprojectionradiusMin,orgmaximalprojectionsizeMin,orgminimalprojectionareaMin,orgminimalprojectionradiusMin,orgminimalprojectionsizeMin,orgavgpol_pHdependentMin,orgmolpolMin,orgvanderwaalsMin,orgASAMin,orgASA+Min,orgASA-Min,orgASA_HMin,orgASA_PMin,orgpolarsurfaceareaMin,orghbdamsaccMin,orghbdamsdonMin,orgavgpolArithAvg,orgrefractivityArithAvg,orgmaximalprojectionareaArithAvg,orgmaximalprojectionradiusArithAvg,orgmaximalprojectionsizeArithAvg,orgminimalprojectionareaArithAvg,orgminimalprojectionradiusArithAvg,orgminimalprojectionsizeArithAvg,orgavgpol_pHdependentArithAvg,orgmolpolArithAvg,orgvanderwaalsArithAvg,orgASAArithAvg,orgASA+ArithAvg,orgASA-ArithAvg,orgASA_HArithAvg,orgASA_PArithAvg,orgpolarsurfaceareaArithAvg,orghbdamsaccArithAvg,orghbdamsdonArithAvg,orgavgpolGeomAvg,orgrefractivityGeomAvg,orgmaximalprojectionareaGeomAvg,orgmaximalprojectionradiusGeomAvg,orgmaximalprojectionsizeGeomAvg,orgminimalprojectionareaGeomAvg,orgminimalprojectionradiusGeomAvg,orgminimalprojectionsizeGeomAvg,orgavgpol_pHdependentGeomAvg,orgmolpolGeomAvg,orgvanderwaalsGeomAvg,orgASAGeomAvg,orgASA+GeomAvg,orgASA-GeomAvg,orgASA_HGeomAvg,orgASA_PGeomAvg,orgpolarsurfaceareaGeomAvg,orghbdamsaccGeomAvg,orghbdamsdonGeomAvg,oxlikeavgpolMax,oxlikerefractivityMax,oxlikemaximalprojectionareaMax,oxlikemaximalprojectionradiusMax,oxlikemaximalprojectionsizeMax,oxlikeminimalprojectionareaMax,oxlikeminimalprojectionradiusMax,oxlikeminimalprojectionsizeMax,oxlikeavgpol_pHdependentMax,oxlikemolpolMax,oxlikevanderwaalsMax,oxlikeASAMax,oxlikeASA+Max,oxlikeASA-Max,oxlikeASA_HMax,oxlikeASA_PMax,oxlikepolarsurfaceareaMax,oxlikehbdamsaccMax,oxlikehbdamsdonMax,oxlikeavgpolMin,oxlikerefractivityMin,oxlikemaximalprojectionareaMin,oxlikemaximalprojectionradiusMin,oxlikemaximalprojectionsizeMin,oxlikeminimalprojectionareaMin,oxlikeminimalprojectionradiusMin,oxlikeminimalprojectionsizeMin,oxlikeavgpol_pHdependentMin,oxlikemolpolMin,oxlikevanderwaalsMin,oxlikeASAMin,oxlikeASA+Min,oxlikeASA-Min,oxlikeASA_HMin,oxlikeASA_PMin,oxlikepolarsurfaceareaMin,oxlikehbdamsaccMin,oxlikehbdamsdonMin,oxlikeavgpolArithAvg,oxlikerefractivityArithAvg,oxlikemaximalprojectionareaArithAvg,oxlikemaximalprojectionradiusArithAvg,oxlikemaximalprojectionsizeArithAvg,oxlikeminimalprojectionareaArithAvg,oxlikeminimalprojectionradiusArithAvg,oxlikeminimalprojectionsizeArithAvg,oxlikeavgpol_pHdependentArithAvg,oxlikemolpolArithAvg,oxlikevanderwaalsArithAvg,oxlikeASAArithAvg,oxlikeASA+ArithAvg,oxlikeASA-ArithAvg,oxlikeASA_HArithAvg,oxlikeASA_PArithAvg,oxlikepolarsurfaceareaArithAvg,oxlikehbdamsaccArithAvg,oxlikehbdamsdonArithAvg,oxlikeavgpolGeomAvg,oxlikerefractivityGeomAvg,oxlikemaximalprojectionareaGeomAvg,oxlikemaximalprojectionradiusGeomAvg,oxlikemaximalprojectionsizeGeomAvg,oxlikeminimalprojectionareaGeomAvg,oxlikeminimalprojectionradiusGeomAvg,oxlikeminimalprojectionsizeGeomAvg,oxlikeavgpol_pHdependentGeomAvg,oxlikemolpolGeomAvg,oxlikevanderwaalsGeomAvg,oxlikeASAGeomAvg,oxlikeASA+GeomAvg,oxlikeASA-GeomAvg,oxlikeASA_HGeomAvg,oxlikeASA_PGeomAvg,oxlikepolarsurfaceareaGeomAvg,oxlikehbdamsaccGeomAvg,oxlikehbdamsdonGeomAvg,inorg-water-moleratio,org-water-moleratio,orgacc-waterdonratio,orgdon-wateraccratio,inorg-org-moleratio,0twater-water-moleratio,IonizationMax,EAMax,PaulingElectronegMax,PearsonElectronegMax,hardnessMax,AtomicRadiusMax,IonizationMin,EAMin,PaulingElectronegMin,PearsonElectronegMin,hardnessMin,AtomicRadiusMin,IonizationMean,EAMean,PaulingElectronegMean,PearsonElectronegMean,hardnessMean,AtomicRadiusMean,IonizationGeom,EAGeom,PaulingElectronegGeom,PearsonElectronegGeom,hardnessGeom,AtomicRadiusGeom,IonizationMaxWeighted,EAMaxWeighted,PaulingElectronegMaxWeighted,PearsonElectronegMaxWeighted,hardnessMaxWeighted,AtomicRadiusMaxWeighted,IonizationMinWeighted,EAMinWeighted,PaulingElectronegMinWeighted,PearsonElectronegMinWeighted,hardnessMinWeighted,AtomicRadiusMinWeighted,IonizationMeanWeighted,EAMeanWeighted,PaulingElectronegMeanWeighted,PearsonElectronegMeanWeighted,hardnessMeanWeighted,AtomicRadiusMeanWeighted,IonizationGeomWeighted,EAGeomWeighted,PaulingElectronegGeomWeighted,PearsonElectronegGeomWeighted,hardnessGeomWeighted,AtomicRadiusGeomWeighted,outcome
110,120.0,1,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0085,0.1069,-0.2062,-0.1314,0.0793,0.1153,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.3012,0.1456,0.0033,0.7011,0.5999,0.3418,0.6653,0.1012,0.0016,0.4055,0.2599,0.0941,0.9833,0.1234,0.0024,0.5533,0.4299,0.218,0.9304,0.1213,0.0023,0.5332,0.3949,0.1794,1
110,120.0,1,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0089,0.1067,-0.2061,-0.1305,0.0832,0.1156,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.2955,0.1623,0.0032,0.698,0.5973,0.3403,0.7418,0.1007,0.0018,0.4521,0.2898,0.105,1.0187,0.1315,0.0025,0.5751,0.4435,0.2227,0.9803,0.1279,0.0024,0.5618,0.416,0.189,1
110,120.0,1,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0101,0.5056,-1.0016,-0.5371,0.02,0.5157,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.2962,0.142,0.0032,0.6984,0.5976,0.3405,0.6492,0.1008,0.0016,0.3957,0.2536,0.0919,0.9727,0.1214,0.0024,0.547,0.4256,0.2162,0.9174,0.1196,0.0023,0.5257,0.3893,0.1769,1
110,120.0,1,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0107,0.5053,-1.0014,-0.5353,0.0212,0.516,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.2955,0.1613,0.0032,0.698,0.5973,0.3403,0.7371,0.1007,0.0018,0.4492,0.288,0.1043,1.0163,0.131,0.0025,0.5736,0.4426,0.2223,0.9772,0.1274,0.0024,0.56,0.4147,0.1884,1
110,120.0,1,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0079,0.1077,-0.2068,-0.136,0.0736,0.1156,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.342,0.1177,0.0034,0.7231,0.6187,0.3526,0.5378,0.1043,0.0013,0.3278,0.2101,0.0761,0.9399,0.111,0.0023,0.5254,0.4144,0.2143,0.8496,0.1108,0.0021,0.4868,0.3606,0.1638,1
110,120.0,1,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0067,0.1067,-0.2062,-0.1308,0.0631,0.1135,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.322,0.1028,0.0033,0.7123,0.6095,0.3473,0.3358,0.0735,0.0008,0.2047,0.1312,0.0475,0.8289,0.0881,0.0021,0.4585,0.3703,0.1974,0.6663,0.0869,0.0016,0.3818,0.2828,0.1285,1
25,65.0,0,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0088,0.1079,-0.2069,-0.1369,0.0812,0.1166,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.3148,0.1546,0.0033,0.7084,0.6062,0.3454,0.7065,0.1022,0.0017,0.4306,0.276,0.1,1.0107,0.1284,0.0025,0.5695,0.4411,0.2227,0.9638,0.1257,0.0024,0.5523,0.409,0.1858,1
110,120.0,1,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.004,0.1012,-0.1979,-0.116,0.0393,0.1052,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.0378,0.1004,0.0026,0.5592,0.4785,0.2727,0.459,0.0807,0.0011,0.2797,0.1793,0.0649,0.7484,0.0906,0.0019,0.4194,0.3289,0.1688,0.6902,0.09,0.0017,0.3955,0.2929,0.1331,1
110,120.0,1,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.005,0.1015,-0.1981,-0.1178,0.049,0.1065,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.3306,0.121,0.0033,0.7169,0.6135,0.3496,0.5531,0.1034,0.0013,0.3371,0.2161,0.0783,0.9418,0.1122,0.0023,0.527,0.4148,0.2139,0.8579,0.1119,0.0021,0.4916,0.3641,0.1654,1
25,65.0,0,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0042,0.1012,-0.1979,-0.1162,0.0417,0.1054,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.3177,0.1024,0.0033,0.71,0.6075,0.3462,0.3413,0.0747,0.0008,0.208,0.1333,0.0483,0.8295,0.0886,0.0021,0.459,0.3704,0.1972,0.6706,0.0875,0.0016,0.3843,0.2846,0.1293,1
110,120.0,1,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0055,0.1013,-0.198,-0.1165,0.054,0.1068,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.3084,0.1552,0.0033,0.7049,0.6032,0.3437,0.7092,0.1017,0.0017,0.4323,0.2771,0.1004,1.0088,0.1284,0.0025,0.5686,0.4402,0.222,0.9633,0.1256,0.0024,0.552,0.4088,0.1857,1
110,120.0,1,10,2,2,0,4,9.06,22.73,33.09,4.58,5.17,19.58,2.88,9.05,9.4,9.25,242.06,242.06,192.37,59.48,181.5,60.56,53.66,2.0,5.31,5.3,13.01,20.45,3.16,4.91,14.99,2.42,5.8,5.3,5.04,227.47,227.47,167.98,49.69,181.33,46.13,20.23,0.69,1.0,7.18,17.87,26.77,3.87,5.04,17.285,2.65,7.425,7.35,7.145,234.765,234.765,180.175,54.585,181.415,53.345,36.945,1.345,3.155,6.9295,17.1964,26.0133,3.8043,5.0383,17.132,2.64,7.245,7.0583,6.8279,234.6516,234.6516,179.7618,54.3651,181.415,52.8548,32.9476,1.1747,2.3043,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0052,0.1015,-0.1981,-0.1174,0.0517,0.1067,869.3,190.2,2.1,529.8,339.6,171,650.9,50.6,1.63,350.7,300.1,123,760.1,120.4,1.865,440.25,319.85,147.0,752.215,98.1026,1.8501,431.0462,319.2397,145.0276,1.2969,0.1426,0.0032,0.6988,0.598,0.3407,0.652,0.1008,0.0016,0.3973,0.2547,0.0922,0.9745,0.1217,0.0024,0.5481,0.4263,0.2165,0.9195,0.1199,0.0023,0.5269,0.3903,0.1773,1
